Freq,Burst,Centrality,Sigma,PageRank,Keyword,Author,Year,Title,Source,Vol,Page,Half-life,ClusterID
2,,0,1,0,,东南大学外语系,2005,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,东南大学外语学习中心,2015,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,东南大学文化素质教育基地,2003,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,东南大学文化素质教育中心,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,东南大学无锡分校,2013,<html><b>...</b></html>,SO,0,0,0,-1
9,,0,1,0,,东南大学物理系,2006,<html><b>...</b></html>,SO,0,0,4,-1
1,,0,1,0,,东南大学物理系大学物理教研室,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,东南大学物理学院,2018,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,东南大学信息科学与工程学院,2010,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,东南大学学习科学研究中心,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,东南大学仪器科学与工程学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,东南大学艺术学院,2013,<html><b>...</b></html>,SO,0,0,5,-1
3,,0,1,0,,东南大学中文系,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,东南大学自动控制系,2005,<html><b>...</b></html>,SO,0,0,0,-1
5,,0,1,0,,对外经济贸易大学,2002,<html><b>...</b></html>,SO,0,0,8,-1
1,,0,1,0,,对外经济贸易大学保险学院,2011,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,对外经济贸易大学教务处,2010,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,对外经济贸易大学教务处教学研究科,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,对外经济贸易大学教务处教研科,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,对外经济贸易大学统计学院,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,对外经贸大学金融学院银行管理系,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,番禺理工学院,2002,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,番禺职业技术学院现代教育计算中心,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,费佛尔大学孔子学院,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,凤凰出版传媒集团江苏电子音像出版社,2006,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,福建工程学院材料学与工程学院,2016,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,福建工程学院党委,2015,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,福建工程学院管理学院,2013,<html><b>...</b></html>,SO,0,0,0,-1
4,,0,1,0,,福建工程学院教务处,2008,<html><b>...</b></html>,SO,0,0,2,-1
1,,0,1,0,,福建工程学院土木工程系,2005,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,福建工程学院土木工程系系,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,福建广播电视大学,2003,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,福建江夏学院,2014,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,福建龙岩学院,2013,<html><b>...</b></html>,SO,0,0,2,-1
3,,0,1,0,,福建农林大学,2010,<html><b>...</b></html>,SO,0,0,2,-1
1,,0,1,0,,福建农林大学教师教学发展中心,2016,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,福建农林大学教务处,2010,<html><b>...</b></html>,SO,0,0,2,-1
2,,0,1,0,,福建农林大学生命科学学院生物科学系,2010,<html><b>...</b></html>,SO,0,0,7,-1
2,,0,1,0,,福建省教育厅,2002,<html><b>...</b></html>,SO,0,0,16,-1
2,,0,1,0,,福建师范大学,2001,<html><b>...</b></html>,SO,0,0,7,-1
1,,0,1,0,,福建师范大学地理科学学院,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,福建师范大学地理科学学院办公室,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,福建师范大学教师教育学院,2018,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,福建师范大学教育科学与技术学院,2006,<html><b>...</b></html>,SO,0,0,2,-1
2,,0,1,0,,福建师范大学教育学院,2012,<html><b>...</b></html>,SO,0,0,2,-1
1,,0,1,0,,福建师范大学文学院,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,福建师范大学中文系,2005,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,福建漳州师范学院外语系,2009,<html><b>...</b></html>,SO,0,0,0,-1
5,,0,1,0,,福州大学,2002,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,福州大学化学化工学院,2005,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,福州大学化学学院,2014,<html><b>...</b></html>,SO,0,0,0,-1
4,,0,1,0,,福州大学教务处,2010,<html><b>...</b></html>,SO,0,0,4,-1
1,,0,1,0,,福州大学厦门工艺美术学院艺术史论系,2017,<html><b>...</b></html>,SO,0,0,0,-1
4,,0,1,0,,阜阳师范学院,2005,<html><b>...</b></html>,SO,0,0,5,-1
2,,0,1,0,,阜阳师范学院教务处,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,阜阳师范学院中文系,2007,<html><b>...</b></html>,SO,0,0,0,-1
26,6.36,0,1,0,,复旦大学,2000,<html><b>...</b></html>,SO,0,0,5,-1
1,,0,1,0,,复旦大学创新创业学院,2017,<html><b>...</b></html>,SO,0,0,0,-1
5,,0,1,0,,复旦大学高等教育研究所,2006,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,复旦大学高教所,2011,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,复旦大学管理学院,2008,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,复旦大学国际金融系,2006,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学核科学与技术系,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学化学系,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学环境科学与工程系,2015,<html><b>...</b></html>,SO,0,0,0,-1
7,,0,1,0,,复旦大学教务处,2006,<html><b>...</b></html>,SO,0,0,2,-1
2,,0,1,0,,复旦大学教务处教学研究办公室,2010,<html><b>...</b></html>,SO,0,0,2,-1
2,,0,1,0,,复旦大学经济学院,2010,<html><b>...</b></html>,SO,0,0,2,-1
1,,0,1,0,,复旦大学企业教育研究中心,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学软件学院,2008,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,复旦大学上海医学院,2014,<html><b>...</b></html>,SO,0,0,1,-1
2,,0,1,0,,复旦大学生命科学学院,2007,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,复旦大学生命科学学院微生物学实验室,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学数学科学学院,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学数学学院,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学图书馆,2011,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,复旦大学外国语言文学学院,2015,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,复旦大学外国语言文学学院党委,2013,<html><b>...</b></html>,SO,0,0,0,-1
6,,0,1,0,,复旦大学外文学院,2007,<html><b>...</b></html>,SO,0,0,5,-1
1,,0,1,0,,复旦大学外文学院党委,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学外语系,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学外语学院,2005,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学微电子学系,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学微电子学院,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学文学院,2015,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学物理教学实验中心,2005,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学物理学系,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学物理学系课堂教学督导组,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学研究生院培养办,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学研究生院培养办公室,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学英语研究生教学部,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学哲学系,2006,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学中国语言文学研究所,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,复旦大学中国语言文学研究所吴语研究室,2017,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,复旦大学中文系,2005,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,甘肃省广播电视大学,2000,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,甘肃省委党校文史教研部,2005,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,赣南师范学院教务处,2012,<html><b>...</b></html>,SO,0,0,1,-1
41,12.11,0,1,0,,高等教育出版社,1999,<html><b>...</b></html>,SO,0,0,4,-1
1,,0,1,0,,高等教育出版社编辑加工部,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社大学文化研究与发展中心,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社党委,2018,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社高等理工出版事业部,2018,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,高等教育出版社高等理工出版中心,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社高等理工出版中心电子电气分社,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社高等理工出版中心计算机分社,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社高等理工中心计算机分社,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社高等理工中心建筑与力学分社,2007,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,高等教育出版社高等理工中心数学分社,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社海外合作部,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社化学分社,2015,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,高等教育出版社计算机分社,2002,<html><b>...</b></html>,SO,0,0,7,-1
1,,0,1,0,,高等教育出版社经管分社,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社理工出版事业部化学分社,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社生命科学分社,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社生命科学与医学出版中心,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社文科出版事业部,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社文科出版事业部文科分社,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育出版社文科出版中心,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等教育研究室,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等学校海洋工程类专业教学指导委员会,2016,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等学校经济学教学指导委员会秘书处,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等学校经济学类教学指导委员会金融与保险学科组,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,高等艺术教育教学研究中心,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东白云学院财经系,2011,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,广东财经大学,2014,<html><b>...</b></html>,SO,0,0,2,-1
1,,0,1,0,,广东财经大学法学院,2016,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东东莞理工学院工商管理系,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东东莞理工学院教务处,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东佛山科学技术学院文学院中文系,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东工业大学,2003,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东海洋大学法学院,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东海洋大学工程学院,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东金融学院劳动经济与人力资源管理系,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东培正学院,2005,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,广东商学院,2006,<html><b>...</b></html>,SO,0,0,3,-1
2,,0,1,0,,广东商学院法学院,2010,<html><b>...</b></html>,SO,0,0,4,-1
1,,0,1,0,,广东商学院会计学院,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东商学院教务处,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东商学院金融学院,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东商学院经贸学院,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东商学院经贸学院国际商务系,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东商学院民营经济研究所,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东商学院信息管理学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东商学院信息学院,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东商学院学生处就业指导中心,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东韶关学院,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东韶关学院教务,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东韶关学院教务处教学质量科,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东省教育厅,2018,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东省教育厅高等教育处,2018,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东石油化工学院化学与生命科学学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东外语外贸大学,2002,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东外语外贸大学外国语言及应用语言研究中心,2006,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东药学院,2005,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,广东药学院教务处,2007,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,广东药学院教学研究科,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东药学院生命科学与生物制药学院,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广东肇庆学院公共艺术部,2007,<html><b>...</b></html>,SO,0,0,0,-1
5,,0,1,0,,广西大学,2003,<html><b>...</b></html>,SO,0,0,5,-1
1,,0,1,0,,广西大学高等教育研究所,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西大学化学化工学院,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西大学教务处,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西大学商学院财务与会计系,2011,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,广西大学文学院,2011,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,广西大学研究生院,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西民族大学民族预科教育学院,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西师范大学,2002,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西师范大学公共计算机教学部,2011,<html><b>...</b></html>,SO,0,0,0,-1
4,,0,1,0,,广西师范大学文学院,2011,<html><b>...</b></html>,SO,0,0,6,-1
5,,0,1,0,,广西师范学院,2004,<html><b>...</b></html>,SO,0,0,1,-1
2,,0,1,0,,广西师范学院党委,2011,<html><b>...</b></html>,SO,0,0,1,-1
8,,0,1,0,,广西师范学院教务处,2006,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,广西师范学院教务处教材科,2007,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西师范学院教务处教研科,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西师范学院教育系,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西师范学院外国语学院,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西师范学院艺术系,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西师范学院资源与环境科学学院,2010,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西艺术学院教务处,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西幼儿师范高等专科学校,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西职业技术学院教务处,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广西壮族自治区教育厅高等教育处,2006,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广州城市职业学院,2009,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,广州城市职业学院高等教育研究所,2008,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,广州城市职业学院高等职业教育研究所(社区教育研究中心),2012,<html><b>...</b></html>,SO,0,0,0,-1
6,,0,1,0,,广州大学,2003,<html><b>...</b></html>,SO,0,0,8,-1
1,,0,1,0,,广州大学城建学院,2005,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广州大学法学院,2009,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,广州大学高等教育研究所,2011,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,广州大学环境科学与工程学院,2008,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广州大学建筑与城市规划学院,2008,<html><b>...</b></html>,SO,0,0,0,-1
12,,0,1,0,,广州大学教务处,2006,<html><b>...</b></html>,SO,0,0,6,-1
1,,0,1,0,,广州大学人事处,2007,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,广州大学人文学院,2007,<html><b>...</b></html>,SO,0,0,8,-1
2,,0,1,0,,广州大学商学院,2008,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,广州大学商学院工程管理系,2008,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,广州大学数学与信息科学学院,2009,<html><b>...</b></html>,SO,0,0,6,-1
4,,0,1,0,,广州大学土木工程学院,2008,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,广州工程技术职业学院,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,广州商学院教务处,2015,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,贵州财经大学财税学院,2016,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,贵州财经学院高等教育研究与评估中心,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,贵州大学机械工程学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,贵州大学理学院数学系,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,贵州大学人文学院,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,贵州大学应用数学实验室,2013,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,贵州理工学院,2015,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,贵州民族大学民族文化与认知科学学院,2017,<html><b>...</b></html>,SO,0,0,0,-1
6,,0,1,0,,桂林电子科技大学,2007,<html><b>...</b></html>,SO,0,0,6,-1
1,,0,1,0,,桂林电子科技大学计算机科学与工程学院,2015,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,桂林电子科技大学教务处,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,桂林电子科技大学教务处教学研究科,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,桂林电子科技大学现代教育技术中心,2016,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,桂林理工大学,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,桂林理工大学地球科学学院,2018,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,桂林理工大学化学与生物工程学院,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,桂林理工大学环境科学与工程学院,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,桂林医学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,国防科技大学,2001,<html><b>...</b></html>,SO,0,0,5,-1
1,,0,1,0,,国防科技大学电子科学与工程学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
5,,0,1,0,,国防科技大学计算机学院,2007,<html><b>...</b></html>,SO,0,0,5,-1
2,,0,1,0,,国防科学技术大学,2002,<html><b>...</b></html>,SO,0,0,12,-1
1,,0,1,0,,国防科学技术大学机电工程与自动化学院,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国防科学技术大学计算机学院,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国防科学技术大学计算机学院网络工程教研室,2016,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,国防科学技术大学理学院数学与系统科学系,2010,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,国防科学技术大学训练部军事教育和教学评估研究室,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国际关系学院,2001,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国际关系学院教务处教学研究与质量科,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国际经济贸易学院,2009,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,国家大学生文化素质教育基地,2010,<html><b>...</b></html>,SO,0,0,4,-1
1,,0,1,0,,国家大学生文化素质教育基地办公室,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国家大学生文化素质教育基地哲学所,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国家电工电子实验教学示范中心,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国家级电工电子实验教学示范中心,2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国家级电工电子实验示范中心,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国家级机械实验教学示范中心,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国家级计算机实验教学示范中心,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国家教育发展研究中心高等教育研究室,2016,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国家教育行政学院教研部,2015,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国家教育行政学院教育管理教研部,2012,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国家文化发展国际战略研究院,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国家语言文字工作委员会,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国家自然科学基金委员会计划局,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,国务院学位委员会法学学科评议组,2017,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,哈尔滨船舶工程学院(哈尔滨工程大学前身),2008,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,哈尔滨工程大学,2005,<html><b>...</b></html>,SO,0,0,4,-1
3,,0,1,0,,哈尔滨工程大学国家大学生文化素质教育基地,2007,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,哈尔滨工程大学国家大学生文化素质教育基地学工办,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,哈尔滨工程大学国家大学生文化素质教育基地综合办,2013,<html><b>...</b></html>,SO,0,0,0,-1
4,,0,1,0,,哈尔滨工程大学教务处,2007,<html><b>...</b></html>,SO,0,0,6,-1
3,,0,1,0,,哈尔滨工程大学教务处教学研究科,2007,<html><b>...</b></html>,SO,0,0,2,-1
1,,0,1,0,,哈尔滨工程大学教务处专业运行办公室,2013,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,哈尔滨工程大学信息与通信工程学院,2013,<html><b>...</b></html>,SO,0,0,0,-1
18,,0,1,0,,哈尔滨工业大学,2000,<html><b>...</b></html>,SO,0,0,9,-1
1,,0,1,0,,哈尔滨工业大学(威海)计算机学院,2018,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,哈尔滨工业大学本科生院,2012,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,哈尔滨工业大学电气工程及自动化学院,2011,<html><b>...</b></html>,SO,0,0,1,-1
3,,0,1,0,,哈尔滨工业大学电气工程及自动化学院电气工程系,2009,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,哈尔滨工业大学电气工程系电子学教研室,2014,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,哈尔滨工业大学电子学教研室,2008,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,哈尔滨工业大学管理学院,2010,<html><b>...</b></html>,SO,0,0,1,-1
1,,0,1,0,,哈尔滨工业大学管理学院(威海),2011,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,哈尔滨工业大学管理学院会计系,2011,<html><b>...</b></html>,SO,0,0,0,-1
3,,0,1,0,,哈尔滨工业大学化工学院,2010,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,哈尔滨工业大学化学系,2012,<html><b>...</b></html>,SO,0,0,0,-1
2,,0,1,0,,哈尔滨工业大学机电工程学院,2010,<html><b>...</b></html>,SO,0,0,2,-1
1,,0,1,0,,哈尔滨工业大学机电工程学院专业教学实验中心,2012,<html><b>...</b></html>,SO,0,0,0,-1
9,,0,1,0,,哈尔滨工业大学计算机科学与技术学院,2010,<html><b>...</b></html>,SO,0,0,3,-1
4,,0,1,0,,哈尔滨工业大学计算机科学与技术学院国家级实验教学示范中心,2014,<html><b>...</b></html>,SO,0,0,2,-1
5,,0,1,0,,哈尔滨工业大学教务处,2005,<html><b>...</b></html>,SO,0,0,3,-1
2,,0,1,0,,哈尔滨工业大学理学院,2012,<html><b>...</b></html>,SO,0,0,3,-1
1,,0,1,0,,哈尔滨工业大学理学院化学系,2009,<html><b>...</b></html>,SO,0,0,0,-1
1,,0,1,0,,哈尔滨工业大学能源科学与工程学院,2012,<html><b>...</b></html>,SO,0,0,0,-1
